Deal ID;Companies;Net Income;Current Financing Status;Year Founded;Primary Industry Sector;Primary Industry Group;Deal Size;Post Valuation;Deal Date;Deal Type;Investors;PitchBook Link
66817-36T;ChicChickClub;;Formerly Angel backed;2011;Consumer Products and Services (B2C);Retail;;;18-Dec-2012;Angel (individual);Maximilian Thyssen(Maximilian Thyssen), Peter Read(Peter Read), Point Nine Capital, Ron Hillmann(Ron Hillmann);View Company Online
66818-44T;ChicChickClub;;Formerly Angel backed;2011;Consumer Products and Services (B2C);Retail;;;11-Mar-2013;Merger/Acquisition;TechStyle Fashion Group(Gerrit Muller);View Company Online
219153-88T;Chicken Inside Coconut;;Venture Capital-Backed;2019;Consumer Products and Services (B2C);Restaurants, Hotels and Leisure;;;29-Sep-2019;Seed Round;We Capital;View Company Online
266268-16T;Chickpick;;Venture Capital-Backed;2022;Business Products and Services (B2B);Commercial Products;;;01-Jan-2022;Early Stage VC;New Brunswick Innovation Foundation;View Company Online
272972-89T;Chickpick;;Venture Capital-Backed;2022;Business Products and Services (B2B);Commercial Products;0,05;;10-Apr-2024;Accelerator/Incubator;Energia Ventures, New Brunswick Innovation Foundation;View Company Online
177352-84T;Chidouwandou;;Venture Capital-Backed;2021;Consumer Products and Services (B2C);Restaurants, Hotels and Leisure;1,30;;28-Jul-2021;Seed Round;;View Company Online
264816-64T;Chief of Staff;;Venture Capital-Backed;;Information Technology;Software;;;01-Jun-2024;Early Stage VC;Kima Ventures;View Company Online
171665-20T;Chifeng Jietai Electric Power;;Corporate Backed or Acquired;;Energy;Exploration, Production and Refining;47,51;;03-Feb-2015;Joint Venture;Jinju Capital, Jolywood (SHE: 300393);View Company Online
228012-76T;Chiima Therapeutics;;Accelerator/Incubator Backed;2021;Healthcare;Pharmaceuticals and Biotechnology;;;09-Mar-2023;Accelerator/Incubator;The Innovation Space;View Company Online
228018-43T;Chiima Therapeutics;;Accelerator/Incubator Backed;2021;Healthcare;Pharmaceuticals and Biotechnology;;;;Accelerator/Incubator;FemTech Lab;View Company Online
170538-67T;ChijiangVR;;Venture Capital-Backed;2016;Consumer Products and Services (B2C);Consumer Durables;0,95;;06-Jan-2017;Early Stage VC;Cyzone (China), Hero Games, ZhenFund;View Company Online
99165-34T;Chikitsak;;Accelerator/Incubator Backed;;Healthcare;Healthcare Devices and Supplies;;;01-Apr-2013;Accelerator/Incubator;IIMA Ventures, Village Capital;View Company Online
99166-15T;Chikitsak;;Accelerator/Incubator Backed;;Healthcare;Healthcare Devices and Supplies;0,09;;;Angel (individual);;View Company Online
209566-63T;Chikitsak;;Accelerator/Incubator Backed;;Healthcare;Healthcare Devices and Supplies;0,01;;01-Nov-2016;Grant;;View Company Online
235785-07T;Child Care Associates;;Corporation;;Healthcare;Healthcare Services;6,27;;31-Dec-2021;Grant;U.S. Department of Health and Human Services;View Company Online
235785-25T;Child Care Associates;;Corporation;;Healthcare;Healthcare Services;53,07;;31-Dec-2020;Grant;U.S. Department of Health and Human Services;View Company Online
236435-50T;Child Care Associates;;Corporation;;Healthcare;Healthcare Services;105,94;;31-Dec-2019;Grant;U.S. Department of Health and Human Services;View Company Online
239676-13T;Child Care Associates;;Corporation;;Healthcare;Healthcare Services;135,03;;31-Dec-2014;Grant;U.S. Department of Health and Human Services;View Company Online
141496-12T;Children & Families First;;Corporation;1884;Materials and Resources;Construction (Non-Wood);;;13-Apr-2020;Debt - PPP;;View Company Online
235695-52T;Children & Families First;;Corporation;1884;Materials and Resources;Construction (Non-Wood);16,08;;31-Dec-2021;Grant;U.S. Department of Health and Human Services;View Company Online
236330-02T;Children & Families First;;Corporation;1884;Materials and Resources;Construction (Non-Wood);1,74;;31-Dec-2015;Grant;U.S. Department of Health and Human Services;View Company Online
236330-11T;Children & Families First;;Corporation;1884;Materials and Resources;Construction (Non-Wood);2,19;;31-Dec-2017;Grant;U.S. Department of Health and Human Services;View Company Online
239653-63T;Children & Families First;;Corporation;1884;Materials and Resources;Construction (Non-Wood);2,17;;31-Dec-2018;Grant;U.S. Department of Education;View Company Online
48992-59T;Children First Network;;Corporation;;Consumer Products and Services (B2C);Services (Non-Financial);0,19;;;Grant;NewSchools Venture Fund;View Company Online
235762-30T;Childrens Cabinet;;Corporation;1985;Business Products and Services (B2B);Commercial Services;1,64;;31-Dec-2020;Grant;U.S. Department of Health and Human Services, U.S. Department of Labor;View Company Online
236407-69T;Childrens Cabinet;;Corporation;1985;Business Products and Services (B2B);Commercial Services;0,42;;31-Dec-2021;Grant;U.S. Department of Health and Human Services;View Company Online
236407-78T;Childrens Cabinet;;Corporation;1985;Business Products and Services (B2B);Commercial Services;0,66;;31-Dec-2018;Grant;The United States Department of Justice;View Company Online
236407-87T;Childrens Cabinet;;Corporation;1985;Business Products and Services (B2B);Commercial Services;0,50;;31-Dec-2017;Grant;U.S. Department of Health and Human Services;View Company Online
239669-65T;Childrens Cabinet;;Corporation;1985;Business Products and Services (B2B);Commercial Services;2,13;;31-Dec-2019;Grant;U.S. Department of Labor;View Company Online
240617-08T;Childrens Cabinet;;Corporation;1985;Business Products and Services (B2B);Commercial Services;0,56;;31-Dec-2016;Grant;U.S. Department of Health and Human Services;View Company Online
144411-94T;Childrens Friend & Service;;Corporation;1834;Consumer Products and Services (B2C);Retail;3,94;;08-Apr-2020;Debt - PPP;;View Company Online
235763-56T;Childrens Friend & Service;;Corporation;1834;Consumer Products and Services (B2C);Retail;50,15;;31-Dec-2017;Grant;The United States Department of Justice, U.S. Department of Health and Human Services;View Company Online
235763-74T;Childrens Friend & Service;;Corporation;1834;Consumer Products and Services (B2C);Retail;37,14;;31-Dec-2021;Grant;U.S. Department of Health and Human Services;View Company Online
236409-13T;Childrens Friend & Service;;Corporation;1834;Consumer Products and Services (B2C);Retail;1,75;;31-Dec-2015;Grant;U.S. Department of Health and Human Services;View Company Online
236409-22T;Childrens Friend & Service;;Corporation;1834;Consumer Products and Services (B2C);Retail;7,08;;31-Dec-2020;Grant;U.S. Department of Health and Human Services;View Company Online
239670-10T;Childrens Friend & Service;;Corporation;1834;Consumer Products and Services (B2C);Retail;9,20;;31-Dec-2016;Grant;U.S. Department of Health and Human Services;View Company Online
141229-90T;Childrens Home Association Of Ill;;Corporation;1921;Healthcare;Healthcare Services;;;14-Apr-2020;Debt - PPP;;View Company Online
236195-65T;Childrens Home Association Of Ill;;Corporation;1921;Healthcare;Healthcare Services;0,03;;31-Dec-2017;Grant;United States Department of Agriculture;View Company Online
141840-10T;Childsplay Inc.;;Corporation;1977;Information Technology;Software;;;13-Apr-2020;Debt - PPP;;View Company Online
235605-70T;Childsplay Inc.;;Corporation;1977;Information Technology;Software;0,01;;31-Dec-2019;Grant;The National Endowment for the Arts;View Company Online
236221-75T;Childsplay Inc.;;Corporation;1977;Information Technology;Software;0,01;;31-Dec-2018;Grant;The National Endowment for the Arts;View Company Online
239630-68T;Childsplay Inc.;;Corporation;1977;Information Technology;Software;0,01;;31-Dec-2016;Grant;The National Endowment for the Arts;View Company Online
239630-77T;Childsplay Inc.;;Corporation;1977;Information Technology;Software;0,02;;31-Dec-2014;Grant;The National Endowment for the Arts;View Company Online
240607-45T;Childsplay Inc.;;Corporation;1977;Information Technology;Software;0,01;;31-Dec-2020;Grant;United States Department of Agriculture;View Company Online
218060-29T;Chilli;;Venture Capital-Backed;2023;Business Products and Services (B2B);Commercial Services;;;01-Mar-2023;Early Stage VC;AFI Ventures (Paris), Kima Ventures, Purple (Paris), Ventech (Asset Management);View Company Online
236298-70T;Chillicothe City Of;;Corporation;;Information Technology;Software;0,18;;31-Dec-2021;Grant;The United States Department of Justice;View Company Online
277636-60T;ChillyDoggy;;Accelerator/Incubator Backed;;Consumer Products and Services (B2C);Consumer Durables;;;07-Sep-2023;Accelerator/Incubator;StartUp Worcester;View Company Online
25175-35T;Chime (Social/Platform Software);;Corporate Backed or Acquired;2012;Information Technology;Software;;;28-Mar-2013;Merger/Acquisition;HubSpot (NYS: HUBS)(Brian Halligan);View Company Online
170250-22T;Chime Whisky;;Venture Capital-Backed;2019;Consumer Products and Services (B2C);Consumer Non-Durables;;;13-Apr-2021;Early Stage VC;Fellow Partners, IMO Ventures;View Company Online
256360-24T;Chimer AI;;Venture Capital-Backed;2023;Information Technology;Software;;;05-Apr-2024;Seed Round;;View Company Online
203536-36T;Chimney Fire Coffee;;Venture Capital-Backed;2016;Consumer Products and Services (B2C);Consumer Non-Durables;0,18;1,14;01-Nov-2018;Early Stage VC;Passive Income Capital;View Company Online
203536-45T;Chimney Fire Coffee;;Venture Capital-Backed;2016;Consumer Products and Services (B2C);Consumer Non-Durables;0,17;;01-Sep-2018;Equity Crowdfunding;;View Company Online
265691-53T;Chin Chin by GF;;Accelerator/Incubator Backed;;Consumer Products and Services (B2C);Consumer Non-Durables;;;;Accelerator/Incubator;Foodpreneur Lab;View Company Online
72957-07T;China Admissions;;Venture Capital-Backed;2010;Consumer Products and Services (B2C);Services (Non-Financial);0,03;;23-May-2016;Accelerator/Incubator;Orbit Startups, SOSV SCGC China Management Company(William Bean);View Company Online
121813-48T;China Admissions;;Venture Capital-Backed;2010;Consumer Products and Services (B2C);Services (Non-Financial);;;13-May-2016;Seed Round;Haitao Capital, Orbit Startups, SOSV SCGC China Management Company;View Company Online
85326-94T;China Agricultural Commodity Trading Market;;Corporate Backed or Acquired;2017;Consumer Products and Services (B2C);Retail;;;23-Mar-2017;Joint Venture;Future FinTech Group (NAS: FTFT)(Yongke Xue), Xi'an Taizhan Financial Management;View Company Online
169035-94T;China Bond Club;;Venture Capital-Backed;2014;Consumer Products and Services (B2C);Services (Non-Financial);;;06-Nov-2015;Seed Round;Source Code Capital;View Company Online
169036-12T;China Bond Club;;Venture Capital-Backed;2014;Consumer Products and Services (B2C);Services (Non-Financial);;;25-Aug-2016;Early Stage VC;Source Code Capital;View Company Online
233113-69T;China Boron Neutron;;Venture Capital-Backed;2023;Healthcare;Pharmaceuticals and Biotechnology;12,58;;01-Aug-2023;Seed Round;CAS Star, Kaitai Capital, Kunnuo Tianqin Venture Capital, Noah Capital;View Company Online
56957-41T;China Broad Media;;Formerly VC-backed;;Consumer Products and Services (B2C);Media;6,26;;20-Mar-2006;Early Stage VC;SAIF Partners(Jason So), WI Harper Group China;View Company Online
56958-04T;China Broad Media;;Formerly VC-backed;;Consumer Products and Services (B2C);Media;;;01-Jan-2009;Merger/Acquisition;ACT (Wyoming);View Company Online
56958-94T;China Broad Media;;Formerly VC-backed;;Consumer Products and Services (B2C);Media;2,25;;;Early Stage VC;SAIF Partners(Jason So), WI Harper Group China;View Company Online
117368-74T;China Design Investment;;Venture Capital-Backed;2015;Business Products and Services (B2B);Commercial Services;;;11-Oct-2017;Early Stage VC;Rising Capital;View Company Online
93687-04T;China Eco Tourism Investment;;Corporate Backed or Acquired;2013;Consumer Products and Services (B2C);Restaurants, Hotels and Leisure;;;02-May-2013;Secondary Transaction - Private;Burwill Holdings(Kwok Lam);View Company Online
109281-97T;China Electronic Financial Equipment Systems (Shenzhen) Co;;Corporate Backed or Acquired;2016;Business Products and Services (B2B);Commercial Services;;;01-Nov-2016;Joint Venture;China Electronics Corporation, Hitachi-Omron Terminal Solutions;View Company Online
33252-04T;China Entertainment Media Group;;Formerly VC-backed;2011;Consumer Products and Services (B2C);Media;;;;Early Stage VC;Brilliant Mark, Sequoia Capital, World Charm Holdings;View Company Online
33252-13T;China Entertainment Media Group;;Formerly VC-backed;2011;Consumer Products and Services (B2C);Media;164,82;164,82;31-Jan-2012;Merger/Acquisition;Alibaba Pictures Group (HKG: 01060);View Company Online
184221-28T;China Hong Ren Guan;;Venture Capital-Backed;2013;Business Products and Services (B2B);Commercial Services;0,07;;27-Nov-2021;Early Stage VC;;View Company Online
109489-33T;China Information and Communication Technologies Group;;Corporate Backed or Acquired;2018;Information Technology;Communications and Networking;;;20-Jul-2018;Merger of Equals;;View Company Online
118643-68T;China Invitational;;Venture Capital-Backed;2017;Consumer Products and Services (B2C);Media;;7,95;30-Apr-2019;Early Stage VC;;View Company Online
93045-79T;China New Energy Holdings (Hong Kong);;Corporate Backed or Acquired;2017;Financial Services;Other Financial Services;131,46;131,46;11-Aug-2017;Merger/Acquisition;Beijing Energy International (HKG: 00686)(Li Alan);View Company Online
167744-44T;China Overseas Hybrid Energy;;Venture Capital-Backed;2015;Business Products and Services (B2B);Commercial Products;;;01-Jul-2016;Seed Round;Ameba Capital;View Company Online
224515-54T;China Sodium-ion Times;;Venture Capital-Backed;2022;Business Products and Services (B2B);Commercial Products;;;23-May-2023;Seed Round;Goldport Capital, Shenzhen Gaoxin Investment;View Company Online
249749-47T;China Sodium-ion Times;;Venture Capital-Backed;2022;Business Products and Services (B2B);Commercial Products;1,28;;17-Jan-2024;Early Stage VC;TopoScend Capital;View Company Online
112570-48T;China Sports Capital;;Corporate Backed or Acquired;2017;Financial Services;Capital Markets/Institutions;46,95;;01-Jan-2017;Joint Venture;CMC Capital Partners, HongShan, Yao Capital;View Company Online
64891-99T;China Thermal Joint Venture (Modine/Puxin Joint Venture);;Corporate Backed or Acquired;;Business Products and Services (B2B);Commercial Products;0,20;0,20;29-Jan-2016;Joint Venture;Jiangsu Puxin Heat Exchange System Co.(Wang Ping), Modine Manufacturing (NYS: MOD)(Thomas Marry);View Company Online
135174-25T;China Thinkers Bureau;;Venture Capital-Backed;2015;Business Products and Services (B2B);Commercial Services;1,28;;15-Jan-2018;Seed Round;Toutoushidao Fund, We Capital (China);View Company Online
93029-41T;China-Israel New Trend (Taizhou) Medical Technology;;Corporate Backed or Acquired;2017;Financial Services;Capital Markets/Institutions;;;21-Aug-2017;Joint Venture;;View Company Online
77934-79T;China-Russia Commercial Aircraft International Company;;Corporate Backed or Acquired;2017;Business Products and Services (B2B);Commercial Products;;;22-May-2017;Joint Venture;Commercial Aircraft Corporation of China, United Aircraft Corporation (MISX: UNAC);View Company Online
174241-81T;Chinasfan Information;;Venture Capital-Backed;2011;Information Technology;Software;;;11-Mar-2016;Early Stage VC;Nanometer Venture;View Company Online
174241-99T;Chinasfan Information;;Venture Capital-Backed;2011;Information Technology;Software;;;;Early Stage VC;IDG Capital, Jiangsu Guoxin Investment Group, Yongjin Group;View Company Online
51801-13T;Chinese Tourism Activities (Fosun/Thomas Cook);;Corporate Backed or Acquired;2015;Consumer Products and Services (B2C);Services (Non-Financial);2,16;2,16;15-Jun-2015;Joint Venture;Fosun International (HKG: 00656), Thomas Cook Group(Peter Fankhauser);View Company Online
78180-85T;Chip Engines;;Formerly VC-backed;2000;Information Technology;Semiconductors;11,61;;24-Oct-2000;Early Stage VC;INC3 Ventures;View Company Online
78181-39T;Chip Engines;;Formerly VC-backed;2000;Information Technology;Semiconductors;;;28-Feb-2003;Merger/Acquisition;Alimco Financial(N.Damodar Reddy);View Company Online
275408-47T;Chipatso Eco Packagers;;Accelerator/Incubator Backed;2023;Materials and Resources;Containers and Packaging;;;;Accelerator/Incubator;African Food Changemakers;View Company Online
249543-55T;Chipfy;;Venture Capital-Backed;2023;Information Technology;Software;;;12-Jan-2024;Seed Round;Miracleplus;View Company Online
278809-48T;CHIPIT;;Accelerator/Incubator Backed;;Business Products and Services (B2B);Commercial Products;;;01-Jul-2020;Accelerator/Incubator;CSIRO ON Accelerate;View Company Online
225850-69T;Chipoly;;Venture Capital-Backed;2021;Information Technology;Software;;;12-Jan-2022;Seed Round;;View Company Online
225850-78T;Chipoly;;Venture Capital-Backed;2021;Information Technology;Software;0,70;14,03;15-Jun-2022;Early Stage VC;Hengqin Financial Investment;View Company Online
225850-96T;Chipoly;;Venture Capital-Backed;2021;Information Technology;Software;0,96;13,69;28-Nov-2022;Early Stage VC;Paradigm Fund;View Company Online
235536-22T;Chippewa Hills School District;;Corporation;2012;Consumer Products and Services (B2C);Media;0,03;;31-Dec-2019;Grant;U.S. Department of Education;View Company Online
236139-76T;Chippewa Hills School District;;Corporation;2012;Consumer Products and Services (B2C);Media;0,04;;31-Dec-2021;Grant;U.S. Department of Education;View Company Online
236139-85T;Chippewa Hills School District;;Corporation;2012;Consumer Products and Services (B2C);Media;0,08;;31-Dec-2016;Grant;U.S. Department of Education;View Company Online
236139-94T;Chippewa Hills School District;;Corporation;2012;Consumer Products and Services (B2C);Media;0,08;;31-Dec-2015;Grant;U.S. Department of Education;View Company Online
136632-97T;Chippin (Financial Software);;Formerly Angel backed;2015;Information Technology;Software;0,18;0,55;29-Sep-2016;Angel (individual);Simpleweb;View Company Online
254657-98T;Chippin (Financial Software);;Formerly Angel backed;2015;Information Technology;Software;;;01-Sep-2023;Secondary Transaction - Private;;View Company Online
272442-97T;Chipv;;Venture Capital-Backed;2023;Information Technology;Computer Hardware;;;01-Mar-2024;Seed Round;Fangxin Capital, Innoangel Fund, Tsinghua Tiancheng Capital, TusStar Incubator;View Company Online
250797-79T;Chirathe Robotics;;Accelerator/Incubator Backed;;Information Technology;Computer Hardware;;;;Accelerator/Incubator;ARTPARK;View Company Online
44336-44T;Chirp Ads;;Formerly Accelerator/Incubator backed;;Information Technology;Software;;;01-Jan-2013;Accelerator/Incubator;Science;View Company Online
44336-71T;Chirp Ads;;Formerly Accelerator/Incubator backed;;Information Technology;Software;;;;Merger/Acquisition;PlayHaven;View Company Online
20933-02T;ChirpMe;;Formerly VC-backed;2011;Consumer Products and Services (B2C);Media;0,35;;16-Aug-2011;Seed Round;500 Global(David McClure), Blumberg Capital(Jonathan Soberg), Bullpen Capital, Karl Jacob(Karl Jacob), Lightspeed Venture Partners, Michael Tanne(Michael Tanne), Newbury Ventures, Roger Dickey(Roger Dickey);View Company Online
33954-13T;ChirpMe;;Formerly VC-backed;2011;Consumer Products and Services (B2C);Media;;;01-Jan-2013;Merger/Acquisition;Massive Media;View Company Online
267184-90T;Chirui Micro Technology;;Venture Capital-Backed;2023;Information Technology;Semiconductors;;;25-Aug-2023;Seed Round;Peikun Investment;View Company Online
250571-44T;Chitku Design Studio;;Accelerator/Incubator Backed;2020;Materials and Resources;Textiles;0,03;;01-Jan-2020;Accelerator/Incubator;FIED Incubator;View Company Online
197023-33T;Chito-Prod;;Formerly Accelerator/Incubator backed;;Business Products and Services (B2B);Commercial Services;0,01;;21-Jan-2013;Grant;Maghreb Development;View Company Online
197023-60T;Chito-Prod;;Formerly Accelerator/Incubator backed;;Business Products and Services (B2B);Commercial Services;;;21-Apr-2014;Accelerator/Incubator;Univenture (Tunisia);View Company Online
227899-09T;Chito-Prod;;Formerly Accelerator/Incubator backed;;Business Products and Services (B2B);Commercial Services;;;01-Nov-2022;Secondary Transaction - Private;;View Company Online
210294-82T;ChiTuChenXing;;Venture Capital-Backed;2022;Information Technology;Software;;;19-Oct-2022;Seed Round;Eight Roads, GAC Capital, GSGT Holding Group, Hengbang Capital;View Company Online
181532-53T;Chiwu Technology;;Venture Capital-Backed;2020;Information Technology;Software;;;06-Sep-2021;Seed Round;Fangxin Capital;View Company Online
156496-96T;CHKD;;Accelerator/Incubator Backed;;Healthcare;Healthcare Services;;;01-Jan-2019;Accelerator/Incubator;Oxford Foundry;View Company Online
277902-37T;Chlorofyl;;Accelerator/Incubator Backed;2018;Energy;Energy Services;;;;Accelerator/Incubator;Startup Haryana;View Company Online
169641-82T;Chloropy;;Venture Capital-Backed;2019;Business Products and Services (B2B);Commercial Services;0,09;;23-Apr-2020;Seed Round;Antler;View Company Online
115723-27T;ChnSkin;;Venture Capital-Backed;2011;Consumer Products and Services (B2C);Consumer Non-Durables;1,28;;;Early Stage VC;QF Capital;View Company Online
56734-84T;CHO Plus;;Accelerator/Incubator Backed;2013;Healthcare;Pharmaceuticals and Biotechnology;;;;Accelerator/Incubator;QB3;View Company Online
208511-29T;CHO Plus;;Accelerator/Incubator Backed;2013;Healthcare;Pharmaceuticals and Biotechnology;;;01-Mar-2021;Accelerator/Incubator;MBC BioLabs;View Company Online
170749-72T;Chococloud;;Venture Capital-Backed;2016;Business Products and Services (B2B);Commercial Services;;;16-Mar-2017;Seed Round;Hofan Venture Capital, Lightsilver Capital;View Company Online
87382-72T;Choice Completions Systems;;Formerly PE-Backed;2016;Energy;Energy Equipment;;;08-May-2017;Buyout/LBO;Rubicon Oilfield International(Michael Reeves), Warburg Pincus(David Krieger);View Company Online
96575-86T;Choice Genetics Vietnam;;Corporate Backed or Acquired;2012;Business Products and Services (B2B);Commercial Services;;;24-Feb-2012;Joint Venture;ADM Germany, Choice Genetics, Groupe Grimaud La Corbière;View Company Online
21695-77T;ChoicePass;;Formerly VC-backed;2011;Information Technology;Software;0,17;;01-Jul-2011;Seed Round;Benjamin Ling(Benjamin Ling), David Sacks;View Company Online
21695-86T;ChoicePass;;Formerly VC-backed;2011;Information Technology;Software;;;18-Jun-2012;Merger/Acquisition;Salesforce (NYS: CRM);View Company Online
257556-97T;Choix;;Accelerator/Incubator Backed;2021;Consumer Products and Services (B2C);Retail;;;;Accelerator/Incubator;AIC Banasthali Vidyapith;View Company Online
224236-45T;ChoiZY;;Accelerator/Incubator Backed;2019;Consumer Products and Services (B2C);Services (Non-Financial);0,05;;22-May-2020;Grant;Ukrainian Startup Fund;View Company Online
251992-72T;ChoiZY;;Accelerator/Incubator Backed;2019;Consumer Products and Services (B2C);Services (Non-Financial);;;25-Aug-2022;Accelerator/Incubator;Google for Startups;View Company Online
224654-59T;CholesteniX;;Corporation;2013;Healthcare;Pharmaceuticals and Biotechnology;;;12-Nov-2013;University Spin-Out;;View Company Online
175012-12T;ChomiX Biotech;;Venture Capital-Backed;2021;Healthcare;Pharmaceuticals and Biotechnology;1,29;;24-Jun-2021;Seed Round;InnoMed Capital;View Company Online
186456-97T;ChomiX Biotech;;Venture Capital-Backed;2021;Healthcare;Pharmaceuticals and Biotechnology;;;09-Jan-2022;Early Stage VC;Pharma Block Sciences (SHE: 300725);View Company Online
195906-97T;ChomiX Biotech;;Venture Capital-Backed;2021;Healthcare;Pharmaceuticals and Biotechnology;;;10-Jun-2022;Early Stage VC;Huatai Zijin Investment, Nanjing Jiangbei New Area/Gene Mansion, Tsinghua Innovation Ventures;View Company Online
223778-62T;ChomiX Biotech;;Venture Capital-Backed;2021;Healthcare;Pharmaceuticals and Biotechnology;;;15-May-2023;Early Stage VC;TigerYeah Capital(Tianrong Ji), Tsinghua Innovation Ventures, Xiaochi Capital;View Company Online
63731-35T;ChondroNest;;Accelerator/Incubator Backed;2015;Healthcare;Healthcare Devices and Supplies;;;01-Nov-2015;Accelerator/Incubator;Fondation The Ark;View Company Online
63732-07T;ChondroNest;;Accelerator/Incubator Backed;2015;Healthcare;Healthcare Devices and Supplies;0,41;3,79;13-Jan-2016;Angel (individual);;View Company Online
66067-39T;ChondroNest;;Accelerator/Incubator Backed;2015;Healthcare;Healthcare Devices and Supplies;;;13-Jan-2016;Early Stage VC;;View Company Online
212363-20T;Chongjiu Internet of Things;;Venture Capital-Backed;2022;Information Technology;Computer Hardware;;;15-Nov-2022;Seed Round;;View Company Online
242189-56T;Chongjiu Internet of Things;;Venture Capital-Backed;2022;Information Technology;Computer Hardware;1,28;;28-Sep-2023;Early Stage VC;;View Company Online
87937-57T;Chongqing Bright Road Industrial;;Corporate Backed or Acquired;2016;Materials and Resources;Chemicals and Gases;;;23-Aug-2016;Joint Venture;Chongqing Agricultural Products (Group), Kazakhstan Potash;View Company Online
194472-28T;Chongqing Jingkang Logistics;;Venture Capital-Backed;2022;Information Technology;Software;;;20-May-2022;Seed Round;;View Company Online
181735-57T;Chongqing Jiuying;;Venture Capital-Backed;2014;Consumer Products and Services (B2C);Retail;;;21-Apr-2016;Early Stage VC;Ziweixingkong Entertainment Agency;View Company Online
272076-76T;Chongqing Tiangang Intelligent Technology;;Venture Capital-Backed;2023;Information Technology;Software;;;11-Jul-2024;Seed Round;Liangjiang Venture Capital;View Company Online
272075-86T;Chongqing YuBo Electronics;;Venture Capital-Backed;2023;Information Technology;IT Services;;;11-Jul-2024;Seed Round;LiangJiang Industry Fund;View Company Online
127578-25T;ChongYao Trading;;Venture Capital-Backed;2017;Consumer Products and Services (B2C);Retail;;;03-May-2018;Early Stage VC;;View Company Online
127578-34T;ChongYao Trading;;Venture Capital-Backed;2017;Consumer Products and Services (B2C);Retail;;;22-Oct-2018;Early Stage VC;;View Company Online
264162-97T;Chonona Aquaculture;;Accelerator/Incubator Backed;2015;Materials and Resources;Agriculture;;;01-Jan-2016;Accelerator/Incubator;SEED (Promoting entrepreneurship for sustainable development);View Company Online
126599-05T;Choona;;Accelerator/Incubator Backed;;Information Technology;Software;;;;Accelerator/Incubator;The Accelerator Centre;View Company Online
67510-54T;Choose (Machinery (B2B));;Accelerator/Incubator Backed;2013;Business Products and Services (B2B);Commercial Products;;;;Accelerator/Incubator;ComoNext;View Company Online
156354-49T;Chooseway;;Venture Capital-Backed;2015;Consumer Products and Services (B2C);Services (Non-Financial);;;;Merger/Acquisition;Aiyoumi;View Company Online
156354-58T;Chooseway;;Venture Capital-Backed;2015;Consumer Products and Services (B2C);Services (Non-Financial);;;08-May-2015;Early Stage VC;Y.Z. Capital;View Company Online
156354-85T;Chooseway;;Venture Capital-Backed;2015;Consumer Products and Services (B2C);Services (Non-Financial);;;01-Jun-2015;Early Stage VC;Rastar Investment;View Company Online
245400-31T;Chop Chop (Food & Beverage Manufacturing);;Accelerator/Incubator Backed;2019;Consumer Products and Services (B2C);Consumer Non-Durables;0,22;;01-Jan-2022;Accelerator/Incubator;Gold House Ventures;View Company Online
103955-05T;Chop Knives;;Corporation;2015;Consumer Products and Services (B2C);Consumer Durables;0,01;;01-Mar-2018;Product Crowdfunding;;View Company Online
265683-70T;Choptime Catering;;Accelerator/Incubator Backed;2019;Consumer Products and Services (B2C);Consumer Non-Durables;;;18-Jun-2024;Accelerator/Incubator;Foodpreneur Lab;View Company Online
103901-14T;Chosen Diagnostics;;Accelerator/Incubator Backed;2011;Healthcare;Healthcare Devices and Supplies;0,06;;20-Mar-2017;Grant;New Orleans Entrepreneur Week;View Company Online
103901-23T;Chosen Diagnostics;;Accelerator/Incubator Backed;2011;Healthcare;Healthcare Devices and Supplies;0,03;;16-Nov-2016;Grant;New Orleans BioInnovation Center;View Company Online
103901-32T;Chosen Diagnostics;;Accelerator/Incubator Backed;2011;Healthcare;Healthcare Devices and Supplies;;;;Accelerator/Incubator;New Orleans BioInnovation Center;View Company Online
140073-22T;Chosen Diagnostics;;Accelerator/Incubator Backed;2011;Healthcare;Healthcare Devices and Supplies;0,21;;15-May-2020;Accelerator/Incubator;National Science Foundation;View Company Online
140074-21T;Chosen Diagnostics;;Accelerator/Incubator Backed;2011;Healthcare;Healthcare Devices and Supplies;0,27;;24-Sep-2019;Grant;Eunice Kennedy Shriver National Institute of Child Health and Human Development;View Company Online
173393-74T;Chosen Diagnostics;;Accelerator/Incubator Backed;2011;Healthcare;Healthcare Devices and Supplies;0,04;;29-Oct-2020;Grant;Texas Halo Fund;View Company Online
203871-88T;Chosen Diagnostics;;Accelerator/Incubator Backed;2011;Healthcare;Healthcare Devices and Supplies;0,90;;24-Sep-2019;Grant;;View Company Online
220394-35T;Chosen Diagnostics;;Accelerator/Incubator Backed;2011;Healthcare;Healthcare Devices and Supplies;1,74;;22-Sep-2021;Grant;Eunice Kennedy Shriver National Institute of Child Health and Human Development;View Company Online
265013-20T;Chosen Diagnostics;;Accelerator/Incubator Backed;2011;Healthcare;Healthcare Devices and Supplies;1,13;;06-Mar-2024;Grant;National Science Foundation;View Company Online
274714-93T;Chosen Diagnostics;;Accelerator/Incubator Backed;2011;Healthcare;Healthcare Devices and Supplies;;;01-Jan-2020;Accelerator/Incubator;Ignite Healthcare Network;View Company Online
61552-81T;Chosen Roads;;Failed Transaction (Angel);2015;Information Technology;Software;;;19-Nov-2015;Angel (individual);;View Company Online
